epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
196,299591,0.4157,0.61061,0.31898,0.95124,0,0.97803,0.95176,0.97847,0.93269,0.96548,0.93954,0.95675,0.90849,0.32411,0.8707,0.19672,0.87282,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,300655,0.4176,0.59974,0.3188,0.9564,0,0.97858,0.95298,0.97857,0.93285,0.96572,0.94046,0.95681,0.90895,0.32406,0.87085,0.19682,0.87281,0,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,302177,0.4159,0.60498,0.31824,0.95445,0,0.9778,0.95298,0.97856,0.93293,0.96468,0.94046,0.95671,0.90886,0.32385,0.87453,0.1966,0.87275,0,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,303563,0.40985,0.59396,0.31341,0.95123,0,0.9777,0.95298,0.97855,0.93289,0.96455,0.94015,0.95615,0.90879,0.32379,0.87216,0.19654,0.87283,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,304874,0.41564,0.61375,0.32129,0.95488,0,0.97766,0.95298,0.97855,0.93303,0.9645,0.94015,0.95638,0.90886,0.32374,0.87459,0.19674,0.87283,0,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,306072,0.41595,0.59197,0.31623,0.95122,0,0.97794,0.95298,0.97861,0.93324,0.96478,0.94015,0.95704,0.90973,0.32353,0.87441,0.19671,0.87283,0,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,307543,0.41267,0.59376,0.31385,0.95148,0,0.97791,0.95298,0.9787,0.9331,0.96472,0.94015,0.95706,0.90993,0.32348,0.87308,0.19655,0.87292,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,308507,0.40726,0.5816,0.30997,0.95292,0,0.97749,0.95298,0.97873,0.93301,0.96433,0.94015,0.95711,0.90982,0.32353,0.87099,0.19711,0.87312,0,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,310122,0.40732,0.59692,0.30638,0.95246,0,0.97845,0.95145,0.9786,0.93301,0.96424,0.94015,0.95694,0.91001,0.32347,0.87228,0.19729,0.87318,0,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,311574,0.40712,0.6053,0.3117,0.95167,0,0.97846,0.95145,0.97849,0.93311,0.96456,0.94015,0.95697,0.91009,0.32372,0.87023,0.19722,0.87359,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,312950,0.40339,0.58685,0.31047,0.94938,0,0.97833,0.95104,0.97842,0.93322,0.96547,0.9392,0.95741,0.90997,0.32362,0.87035,0.19712,0.87359,0,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,314237,0.40787,0.58285,0.31248,0.95286,0,0.97834,0.95179,0.9784,0.93303,0.96548,0.93927,0.95731,0.90972,0.32355,0.8732,0.19722,0.87364,0,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,315415,0.40477,0.5993,0.30682,0.94769,0,0.97835,0.95192,0.97838,0.93256,0.96548,0.93955,0.95699,0.90911,0.32345,0.87355,0.19732,0.87364,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,316943,0.40258,0.58183,0.30703,0.94431,0,0.97849,0.95206,0.97843,0.93242,0.96523,0.93924,0.95696,0.90891,0.32339,0.87217,0.19752,0.87366,0,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,317995,0.40356,0.58154,0.30616,0.94415,0,0.97866,0.95228,0.9784,0.93211,0.96611,0.94006,0.95734,0.90903,0.32337,0.87064,0.19783,0.87374,0,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,319256,0.40565,0.59344,0.30582,0.95057,0,0.97867,0.95258,0.97843,0.93267,0.96549,0.93976,0.9568,0.90929,0.32341,0.87149,0.19801,0.87382,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,320780,0.40166,0.5735,0.30652,0.94649,0,0.97864,0.95328,0.97845,0.93271,0.96579,0.94076,0.95655,0.90878,0.32334,0.87489,0.19805,0.87388,0,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,322333,0.3985,0.57336,0.30576,0.94249,0,0.97835,0.95328,0.97852,0.93313,0.96519,0.94046,0.95664,0.90948,0.32326,0.87485,0.19804,0.87395,0,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,323433,0.40057,0.59491,0.30551,0.94541,0,0.97833,0.95328,0.97856,0.93359,0.96515,0.94046,0.95687,0.90993,0.32317,0.8752,0.19819,0.87403,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,324656,0.39743,0.57596,0.30334,0.94414,0,0.97837,0.95279,0.97859,0.93327,0.96551,0.94031,0.95713,0.91014,0.32314,0.87561,0.19817,0.87415,0,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,326355,0.3996,0.57839,0.29945,0.94372,0,0.97837,0.95277,0.97835,0.93346,0.96551,0.94034,0.95777,0.91016,0.32313,0.87646,0.19819,0.87426,0,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,327699,0.39775,0.56963,0.30635,0.94695,0,0.97846,0.95267,0.97834,0.93338,0.96589,0.94046,0.9582,0.91081,0.3232,0.87628,0.19839,0.87439,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,329005,0.40334,0.58093,0.30744,0.94826,0,0.97867,0.95288,0.97823,0.93316,0.96582,0.9404,0.9581,0.91083,0.32322,0.87827,0.19871,0.87449,0,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,330192,0.39294,0.59208,0.30463,0.94468,0,0.97868,0.95298,0.97821,0.93299,0.96582,0.94046,0.95795,0.91088,0.32324,0.87934,0.19882,0.87464,0,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,331481,0.39238,0.56732,0.30141,0.94588,0,0.97856,0.95328,0.97811,0.93269,0.96567,0.94076,0.95797,0.91108,0.32328,0.88307,0.19862,0.87487,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,333052,0.39107,0.57938,0.29524,0.93922,0,0.97818,0.95328,0.9781,0.93287,0.96533,0.94076,0.95833,0.91127,0.32323,0.87948,0.19857,0.87501,0,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,334365,0.38938,0.56985,0.30088,0.94218,0,0.97808,0.95328,0.97807,0.93289,0.96517,0.94076,0.95822,0.91129,0.32311,0.87943,0.1988,0.87504,0,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,335249,0.39164,0.55653,0.30015,0.94289,0,0.97792,0.95328,0.97808,0.93285,0.96508,0.94076,0.95814,0.91092,0.32308,0.88375,0.19884,0.87511,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,336559,0.39082,0.55979,0.29506,0.93911,0,0.97801,0.95328,0.97813,0.93317,0.96517,0.94076,0.95809,0.91076,0.32292,0.88186,0.19887,0.87513,0,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,338077,0.38663,0.58216,0.29447,0.9405,0,0.97809,0.95328,0.97804,0.93312,0.96524,0.94076,0.95791,0.91049,0.32293,0.88225,0.1992,0.87511,0,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,338922,0.38982,0.55308,0.30171,0.94081,0,0.97842,0.95328,0.97783,0.93272,0.96557,0.94076,0.95745,0.9102,0.32289,0.88268,0.19919,0.87525,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,340256,0.38945,0.57252,0.29966,0.93997,0,0.97838,0.95328,0.97757,0.93187,0.96522,0.94046,0.95689,0.90986,0.32278,0.88117,0.19907,0.87531,0,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,341921,0.38691,0.57267,0.29987,0.93392,0,0.97838,0.95328,0.97745,0.93186,0.96522,0.94046,0.95668,0.90977,0.32279,0.88375,0.1988,0.87551,0,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,344060,0.38132,0.56083,0.29185,0.93318,0,0.97842,0.95328,0.97735,0.93206,0.96524,0.94046,0.95659,0.90996,0.32273,0.88633,0.199,0.87552,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,345866,0.38631,0.55431,0.29262,0.93952,0,0.97844,0.95328,0.97746,0.93249,0.96528,0.94046,0.95634,0.90993,0.32264,0.88436,0.19884,0.87551,0,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,347587,0.38705,0.56316,0.29239,0.94081,0,0.97848,0.95328,0.97755,0.93221,0.96532,0.94046,0.95664,0.91031,0.32247,0.88984,0.19872,0.87538,0,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,349511,0.38571,0.5665,0.29006,0.93936,0,0.97838,0.95328,0.97783,0.93256,0.96522,0.94046,0.95665,0.91076,0.32239,0.88781,0.19891,0.87538,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,351103,0.38678,0.56145,0.29589,0.93879,0,0.97814,0.95328,0.97795,0.93288,0.96498,0.94046,0.95668,0.91059,0.32229,0.88874,0.19907,0.87531,0,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,352821,0.38298,0.56192,0.29072,0.93831,0,0.97817,0.95328,0.97797,0.93303,0.96501,0.94046,0.9566,0.91061,0.32209,0.88924,0.19884,0.87524,0,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,354891,0.38218,0.53965,0.29163,0.93657,0,0.9782,0.95328,0.97792,0.93282,0.96504,0.94046,0.95669,0.91106,0.32204,0.88998,0.19898,0.87521,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,358060,0.38183,0.55735,0.29404,0.93506,0,0.9782,0.95328,0.97797,0.93274,0.96504,0.94046,0.95664,0.91115,0.32188,0.89013,0.19928,0.87498,0,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,360307,0.38371,0.54403,0.29197,0.93747,0,0.97819,0.95328,0.9779,0.93263,0.96501,0.94046,0.95643,0.91083,0.32183,0.88911,0.1993,0.87488,0,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,361737,0.3781,0.55189,0.29424,0.93314,0,0.9782,0.95328,0.97795,0.93246,0.96502,0.94046,0.9568,0.91107,0.32161,0.88928,0.19952,0.87472,0,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,363149,0.37877,0.5676,0.29041,0.93023,0,0.9781,0.95328,0.97796,0.9325,0.96494,0.94046,0.95683,0.91108,0.32149,0.88994,0.19958,0.87465,0,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,365428,0.37611,0.54306,0.28706,0.93099,0,0.97809,0.95328,0.978,0.93275,0.96493,0.94046,0.95675,0.9111,0.32139,0.89025,0.19974,0.87461,0,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,367818,0.37932,0.54588,0.29189,0.93467,0,0.97775,0.95328,0.97794,0.93271,0.9646,0.94046,0.95711,0.91149,0.32132,0.89081,0.19949,0.87455,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,369521,0.37768,0.55261,0.28742,0.93475,0,0.97775,0.95271,0.97799,0.93268,0.96459,0.93988,0.95699,0.91116,0.32128,0.89078,0.19973,0.87445,0,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,371633,0.37368,0.53377,0.28433,0.93386,0,0.97772,0.95328,0.97755,0.93254,0.96457,0.94046,0.95704,0.91097,0.32121,0.89139,0.20004,0.87444,0,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,373764,0.37732,0.55765,0.289,0.93483,0,0.97766,0.95328,0.97757,0.93223,0.96449,0.94046,0.95724,0.91078,0.3211,0.89234,0.20005,0.87426,0,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,375341,0.37067,0.53238,0.2862,0.928,0,0.97764,0.95328,0.97781,0.93267,0.96449,0.94046,0.95776,0.91171,0.32097,0.8888,0.19995,0.87415,0,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,376553,0.3731,0.54092,0.28622,0.93153,0,0.97769,0.95328,0.97786,0.93288,0.96454,0.94046,0.95777,0.91152,0.32096,0.88988,0.20013,0.87426,0,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,378017,0.37083,0.53595,0.2877,0.93139,0,0.97776,0.95293,0.97788,0.93295,0.9646,0.94011,0.95778,0.91149,0.32083,0.89008,0.19988,0.87426,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,379661,0.3751,0.55761,0.29093,0.93463,0,0.97775,0.95267,0.97795,0.93314,0.96459,0.93985,0.95774,0.91161,0.32065,0.89358,0.19975,0.87411,0,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,381061,0.36791,0.52323,0.28302,0.92963,0,0.97774,0.95213,0.97795,0.93273,0.96457,0.9393,0.95784,0.91168,0.32044,0.89161,0.19957,0.87405,0,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,382151,0.36698,0.54697,0.28015,0.92958,0,0.9778,0.95206,0.97798,0.93315,0.96463,0.93924,0.95772,0.91142,0.32043,0.89698,0.19954,0.87418,0,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,383213,0.36898,0.55905,0.27873,0.93031,0,0.97794,0.95206,0.97798,0.93309,0.96434,0.93893,0.95682,0.91135,0.32029,0.89719,0.19952,0.8742,0,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,384872,0.37187,0.53719,0.283,0.93389,0,0.97799,0.95206,0.97806,0.93341,0.9645,0.93893,0.95681,0.91128,0.32017,0.89947,0.19949,0.87428,0,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,386203,0.36631,0.54531,0.27671,0.92943,0,0.97811,0.95206,0.97818,0.93375,0.96462,0.93893,0.95691,0.91148,0.32008,0.9036,0.19951,0.87427,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,387855,0.36615,0.52486,0.27997,0.9306,0,0.97814,0.95206,0.9782,0.93381,0.96465,0.93893,0.95688,0.91159,0.32002,0.90168,0.19937,0.87419,0,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,389072,0.36673,0.53121,0.28093,0.9305,0,0.9782,0.95206,0.97823,0.9338,0.96467,0.93893,0.95705,0.91174,0.31986,0.90604,0.19914,0.87411,0,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,390654,0.36842,0.54205,0.28532,0.92922,0,0.97807,0.95206,0.97824,0.93389,0.9649,0.93924,0.95777,0.91215,0.31976,0.90276,0.1991,0.87403,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,392334,0.36214,0.52326,0.27497,0.93039,0,0.97886,0.95115,0.97823,0.93426,0.96549,0.93832,0.95751,0.91236,0.31954,0.90333,0.19896,0.87387,0,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,393427,0.36118,0.53389,0.27547,0.92335,0,0.9791,0.95115,0.97822,0.93438,0.9659,0.93832,0.95742,0.9124,0.31954,0.90332,0.19891,0.8739,0,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,394532,0.36052,0.52704,0.2771,0.9243,0,0.97925,0.95126,0.97818,0.93401,0.96605,0.93843,0.95737,0.91214,0.31941,0.90366,0.19877,0.87393,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,395986,0.35832,0.53905,0.27374,0.92314,0,0.97926,0.95162,0.97816,0.93395,0.96604,0.93893,0.95738,0.9123,0.31938,0.90233,0.19888,0.87402,0,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,397377,0.36151,0.52831,0.27327,0.92613,0,0.97953,0.95145,0.9781,0.93411,0.9658,0.93893,0.95736,0.91228,0.31926,0.90966,0.19889,0.87402,0,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,398492,0.36747,0.52493,0.28021,0.93153,0,0.97874,0.95176,0.97814,0.93407,0.96555,0.93893,0.95744,0.91237,0.31908,0.90789,0.19886,0.87404,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,399741,0.36112,0.51776,0.27658,0.92584,0,0.97916,0.95176,0.97813,0.93418,0.96596,0.93893,0.95738,0.91252,0.31907,0.91019,0.19898,0.87418,0,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,401212,0.35658,0.54068,0.27518,0.92461,0,0.97987,0.95145,0.97797,0.93381,0.96667,0.93862,0.95722,0.91237,0.31898,0.91471,0.19906,0.87419,0,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,402435,0.35403,0.51344,0.27241,0.92462,0,0.97961,0.95115,0.97799,0.93389,0.96641,0.93832,0.95736,0.91235,0.3188,0.91193,0.19892,0.87425,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,404004,0.36028,0.50847,0.27308,0.92581,0,0.97959,0.95115,0.97766,0.9333,0.96636,0.93832,0.95727,0.91217,0.31864,0.91442,0.19878,0.87421,0,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,405335,0.35512,0.51309,0.26717,0.92291,0,0.97956,0.95126,0.97771,0.93406,0.96636,0.93849,0.95711,0.91223,0.31861,0.91477,0.1987,0.87433,0,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,406950,0.3559,0.51399,0.27262,0.92548,0,0.98007,0.95115,0.97754,0.9338,0.96626,0.93863,0.95685,0.91173,0.31861,0.91512,0.19857,0.87447,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,408220,0.35328,0.52151,0.26536,0.9269,0,0.98066,0.95115,0.97753,0.9338,0.96606,0.9387,0.95716,0.9119,0.31857,0.91536,0.19851,0.87453,0,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,409599,0.35668,0.53137,0.2723,0.92725,0,0.98073,0.95115,0.97757,0.93401,0.96719,0.93802,0.95623,0.91168,0.31848,0.91551,0.19856,0.8746,0,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,410763,0.3491,0.50646,0.26674,0.92068,0,0.98079,0.95114,0.97757,0.9341,0.96725,0.93801,0.95615,0.91156,0.31842,0.91842,0.19846,0.87463,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,412078,0.35563,0.51078,0.2693,0.92433,0,0.98079,0.95095,0.9776,0.93427,0.96756,0.93816,0.95711,0.91174,0.31831,0.91872,0.19874,0.87463,0,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,413342,0.34762,0.50658,0.2677,0.91784,0,0.98079,0.9509,0.97762,0.93396,0.96756,0.93808,0.95732,0.91174,0.31829,0.9234,0.19889,0.87469,0,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,414684,0.35309,0.50696,0.27325,0.92411,0,0.98079,0.95079,0.97766,0.93397,0.96756,0.93797,0.95698,0.91132,0.31826,0.92046,0.19886,0.87484,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,415649,0.35222,0.52117,0.26598,0.92108,0,0.98078,0.95046,0.97768,0.93397,0.96786,0.93794,0.95784,0.91178,0.31816,0.91967,0.19876,0.87479,0,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,417251,0.34813,0.50641,0.26455,0.92201,0,0.98078,0.95034,0.97772,0.93394,0.96754,0.93752,0.95723,0.91182,0.31806,0.92035,0.19865,0.87476,0,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,418690,0.34829,0.50128,0.26353,0.92152,0,0.98101,0.95023,0.97775,0.93432,0.96775,0.9374,0.9575,0.91239,0.31791,0.92303,0.1987,0.87469,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,420029,0.34272,0.51078,0.26124,0.92002,0,0.98109,0.95029,0.97774,0.93433,0.96816,0.93777,0.9587,0.91312,0.31788,0.92509,0.19891,0.87468,0,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,421621,0.34715,0.50737,0.2658,0.92078,0,0.98109,0.95028,0.97758,0.93443,0.96785,0.93746,0.95761,0.91282,0.31787,0.9272,0.19891,0.87479,0,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,423165,0.35107,0.51205,0.26596,0.92359,0,0.98078,0.95054,0.9776,0.93445,0.96786,0.93802,0.95745,0.91271,0.31782,0.92745,0.19866,0.87482,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,424427,0.3406,0.50399,0.25769,0.91903,0,0.98109,0.95045,0.97751,0.93425,0.96817,0.93801,0.95724,0.9124,0.31781,0.92602,0.19849,0.87495,0,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,426193,0.34547,0.50179,0.26427,0.91931,0,0.98092,0.95023,0.97752,0.93443,0.96786,0.93797,0.9571,0.91239,0.31764,0.92667,0.19819,0.87496,0,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,427603,0.34403,0.51513,0.26112,0.91985,0,0.98082,0.95053,0.97756,0.93443,0.96787,0.9381,0.95744,0.91256,0.31759,0.92651,0.19804,0.87493,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,429092,0.34378,0.50027,0.25694,0.91775,0,0.98078,0.95053,0.9776,0.93429,0.96758,0.93878,0.95735,0.91234,0.31757,0.92632,0.19824,0.87486,0,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,430382,0.33904,0.50467,0.25764,0.91552,0,0.98117,0.95053,0.97762,0.93412,0.96795,0.93802,0.95728,0.91256,0.31745,0.92851,0.19814,0.8749,0,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,431643,0.34372,0.50826,0.25836,0.9199,0,0.98109,0.95074,0.97768,0.93425,0.96746,0.93893,0.95753,0.91273,0.31735,0.92878,0.19811,0.87488,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,432606,0.34023,0.50215,0.25841,0.91916,0,0.98117,0.95053,0.97769,0.93404,0.96758,0.93877,0.95745,0.91292,0.31717,0.92828,0.19803,0.87485,0,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,433888,0.33945,0.49307,0.25271,0.91793,0,0.9814,0.95077,0.9777,0.93373,0.96848,0.93825,0.95759,0.91269,0.31715,0.93005,0.19788,0.8748,0,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,435448,0.3439,0.49498,0.2595,0.91797,0,0.9814,0.9508,0.97759,0.93378,0.96848,0.93829,0.95768,0.91254,0.31707,0.92876,0.19783,0.8747,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,436817,0.34079,0.50831,0.26081,0.9179,0,0.98104,0.95084,0.9776,0.934,0.96807,0.93832,0.95771,0.91232,0.31705,0.92928,0.19774,0.87469,0,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,437731,0.18428,0.32348,0.12745,0.85762,0,0.98105,0.95084,0.97762,0.9337,0.96729,0.93919,0.95739,0.91211,0.31692,0.92998,0.19764,0.87473,0,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,439289,0.1819,0.31826,0.1254,0.84982,0,0.98019,0.95196,0.97748,0.93404,0.9673,0.93944,0.95755,0.91212,0.31692,0.92866,0.19763,0.87483,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,441180,0.18065,0.31351,0.12312,0.85653,0,0.98018,0.95156,0.9775,0.93388,0.96729,0.93915,0.95758,0.91246,0.31684,0.92945,0.1978,0.87485,0,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,442591,0.18169,0.31741,0.12466,0.85608,0,0.98019,0.95182,0.97752,0.93416,0.96793,0.93996,0.95965,0.91371,0.31674,0.93375,0.19785,0.87493,0,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,443841,0.17709,0.30451,0.12038,0.8495,0,0.98019,0.95181,0.97742,0.93396,0.96793,0.93994,0.95961,0.91396,0.31662,0.93452,0.19803,0.87491,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,445935,0.17504,0.30165,0.12091,0.85196,0,0.98019,0.95187,0.97721,0.93375,0.96761,0.93968,0.95917,0.91364,0.31651,0.93757,0.19803,0.87487,0,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,447706,0.17487,0.30018,0.12153,0.8502,0,0.9805,0.9519,0.97722,0.93351,0.96792,0.93972,0.9591,0.91369,0.31633,0.93835,0.19818,0.87484,0,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,449855,0.17536,0.30789,0.12066,0.84919,0,0.98018,0.95237,0.97734,0.93345,0.96736,0.94015,0.95956,0.91435,0.31622,0.93759,0.1982,0.87482,0,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,451167,0.17441,0.31533,0.11963,0.84835,0,0.98019,0.95195,0.9774,0.93383,0.96762,0.93974,0.95982,0.91468,0.31621,0.93955,0.19828,0.87486,0,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,453156,0.17347,0.30423,0.11906,0.84809,0,0.98093,0.95176,0.97738,0.93401,0.96832,0.93954,0.96003,0.91513,0.3161,0.93775,0.19846,0.87488,0,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
