epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
90,142459,0.49902,0.79062,0.39574,1.01013,0,0.97266,0.9487,0.97587,0.91689,0.96274,0.93771,0.95843,0.90073,0.37042,0.70776,0.23282,0.90271,0,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,143775,0.50195,0.81634,0.38798,1.0134,0,0.96415,0.95084,0.97564,0.91742,0.95532,0.93954,0.95817,0.90129,0.37325,0.70136,0.23924,0.90676,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,145184,0.50128,0.79171,0.39075,1.01149,0,0.96993,0.94552,0.97598,0.91609,0.96147,0.93727,0.96011,0.90195,0.36443,0.72499,0.23521,0.89487,0,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,146895,0.49543,0.7996,0.38773,1.00743,0,0.96563,0.95053,0.9759,0.9181,0.95585,0.94015,0.95765,0.89938,0.36126,0.7238,0.23185,0.89017,0,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,148174,0.50445,0.77923,0.39164,1.01205,0,0.96795,0.9487,0.97528,0.91818,0.9583,0.93924,0.95605,0.89842,0.36385,0.71224,0.23534,0.89358,0,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,149619,0.50023,0.78112,0.3886,1.00781,0,0.96621,0.95176,0.97519,0.91826,0.95629,0.94199,0.95768,0.90078,0.36248,0.72055,0.23271,0.89046,0,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,151356,0.50176,0.76118,0.38692,1.00905,0,0.9729,0.94266,0.97576,0.91847,0.95614,0.9385,0.95759,0.90252,0.36108,0.72414,0.23645,0.88861,0,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,153002,0.49464,0.77638,0.38546,1.00638,0,0.96751,0.94962,0.97694,0.92005,0.95563,0.93802,0.95459,0.89762,0.36164,0.76292,0.23644,0.89267,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,154423,0.49197,0.7732,0.38197,1.00714,0,0.9703,0.95084,0.97694,0.92037,0.95945,0.9393,0.95666,0.90156,0.35613,0.7779,0.22893,0.88764,0,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,155641,0.49373,0.78123,0.38014,1.00832,0,0.97219,0.94999,0.97725,0.92069,0.96123,0.93883,0.9587,0.90235,0.35623,0.75836,0.22936,0.88881,0,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,157003,0.49317,0.75354,0.38776,1.00888,0,0.9713,0.95058,0.97747,0.92104,0.95941,0.93893,0.95821,0.90244,0.3594,0.75142,0.23135,0.89383,0,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,158607,0.49212,0.75559,0.38252,1.00545,0,0.97067,0.94995,0.97754,0.92101,0.9627,0.9377,0.95907,0.90392,0.36063,0.74549,0.23002,0.89454,0,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,160252,0.49602,0.76863,0.38475,1.00613,0,0.97907,0.94267,0.97786,0.92207,0.9694,0.9316,0.95799,0.90348,0.36093,0.74763,0.23083,0.8984,0,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,161471,0.48905,0.76558,0.38035,1.00337,0,0.97902,0.94534,0.97748,0.92115,0.96867,0.93453,0.96034,0.90511,0.35868,0.76467,0.22882,0.8922,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,162791,0.49194,0.76863,0.37886,1.00274,0,0.9755,0.94779,0.9768,0.92107,0.96627,0.93609,0.95977,0.90453,0.35579,0.75851,0.22718,0.88732,0,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,164944,0.48989,0.7596,0.37638,1.00308,0,0.97205,0.95084,0.97754,0.92138,0.96211,0.94107,0.95872,0.90509,0.35506,0.73191,0.2267,0.88744,0,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,166405,0.48529,0.77722,0.37707,1.00232,0,0.96862,0.9542,0.97712,0.92192,0.96818,0.93802,0.95937,0.90374,0.35349,0.74352,0.2239,0.88663,0,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,168555,0.48793,0.75321,0.37198,1.00492,0,0.97222,0.95053,0.97728,0.92293,0.96678,0.93314,0.95855,0.90397,0.349,0.75965,0.22086,0.8801,0,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,170714,0.4829,0.73585,0.37286,1.00095,0,0.97037,0.95237,0.97627,0.92155,0.95976,0.94198,0.9584,0.90424,0.34867,0.76009,0.2194,0.88034,0,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,173067,0.48223,0.74142,0.37219,0.9986,0,0.9767,0.94718,0.97711,0.92233,0.9679,0.93557,0.9593,0.9045,0.35265,0.75833,0.22047,0.8865,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,175509,0.48996,0.75245,0.38141,1.00307,0,0.97488,0.94656,0.97744,0.9226,0.96324,0.93527,0.95782,0.90422,0.3547,0.73131,0.22229,0.88992,0,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,177248,0.48202,0.72694,0.37328,0.99523,0,0.9758,0.94504,0.97714,0.92277,0.96592,0.93527,0.95918,0.90504,0.35537,0.73006,0.22245,0.89099,0,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,179798,0.48391,0.76088,0.38074,0.99774,0,0.97575,0.94588,0.97683,0.92245,0.96629,0.93663,0.95964,0.90699,0.35129,0.73241,0.22011,0.8867,0,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,181925,0.48424,0.7567,0.37401,0.99907,0,0.97357,0.94809,0.97725,0.92323,0.96353,0.93832,0.95874,0.90548,0.34779,0.72845,0.21751,0.88253,0,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,184248,0.48198,0.7505,0.37957,1.00326,0,0.97636,0.94592,0.9773,0.92419,0.96533,0.93506,0.95771,0.90587,0.34706,0.73054,0.21898,0.88225,0,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,186344,0.48076,0.74205,0.37232,1.00004,0,0.97635,0.94748,0.97712,0.92456,0.96597,0.9374,0.9604,0.90664,0.34504,0.72952,0.2197,0.88025,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,188736,0.47801,0.72205,0.37196,0.99717,0,0.97702,0.9478,0.97788,0.92623,0.96596,0.93593,0.95952,0.91007,0.34358,0.73611,0.21758,0.8795,0,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,190320,0.47667,0.72801,0.37421,0.9945,0,0.97492,0.9497,0.97784,0.92582,0.96158,0.94005,0.95819,0.90778,0.34124,0.75668,0.2121,0.8759,0,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,192264,0.48168,0.72626,0.37435,0.99984,0,0.97586,0.94992,0.97798,0.92627,0.96464,0.93893,0.959,0.90833,0.33857,0.77513,0.2096,0.87352,0,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,194245,0.47713,0.73026,0.36522,0.99051,0,0.97643,0.94886,0.97815,0.92652,0.96571,0.93741,0.95804,0.90778,0.33884,0.7632,0.21132,0.87402,0,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,196179,0.47094,0.73167,0.36157,0.98908,0,0.9749,0.94888,0.97811,0.92597,0.96596,0.93588,0.95627,0.90564,0.34051,0.76514,0.21377,0.87575,0,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,197936,0.47459,0.72358,0.36582,0.99322,0,0.97735,0.94852,0.97831,0.92731,0.96687,0.93649,0.95893,0.90712,0.33924,0.7696,0.2146,0.87467,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,199379,0.48127,0.73546,0.36845,0.99677,0,0.97371,0.94983,0.97823,0.92827,0.96895,0.93466,0.96006,0.90827,0.33781,0.77248,0.21242,0.87335,0,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,200663,0.47207,0.73071,0.36352,0.9894,0,0.97491,0.94904,0.97854,0.92782,0.96838,0.93501,0.95858,0.90851,0.33694,0.77272,0.2123,0.87234,0,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,202103,0.47569,0.72189,0.37066,0.99432,0,0.97022,0.9549,0.97861,0.92895,0.96727,0.93835,0.95961,0.90907,0.3379,0.77416,0.21271,0.87363,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,203636,0.4724,0.69855,0.36171,0.9922,0,0.97218,0.95298,0.97833,0.92726,0.96318,0.94412,0.96273,0.90956,0.33987,0.76837,0.21289,0.87491,0,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,204580,0.47324,0.72862,0.36631,0.99039,0,0.97403,0.95145,0.97835,0.92742,0.9693,0.93924,0.96326,0.91018,0.34045,0.77361,0.21267,0.87438,0,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,205798,0.46371,0.69038,0.36186,0.98342,0,0.9741,0.95322,0.9781,0.92854,0.96473,0.94384,0.96414,0.91262,0.34062,0.7631,0.21152,0.87452,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,207182,0.46962,0.70358,0.362,0.99004,0,0.9733,0.9542,0.97795,0.92782,0.96384,0.94414,0.96419,0.91155,0.34019,0.76488,0.21159,0.87472,0,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,208397,0.46644,0.743,0.36481,0.9867,0,0.9726,0.95542,0.9782,0.92964,0.96204,0.94418,0.96182,0.91108,0.33824,0.77497,0.20934,0.8733,0,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,209915,0.46644,0.70807,0.3596,0.98434,0,0.97202,0.9542,0.97836,0.92938,0.96201,0.9434,0.96258,0.9102,0.33776,0.7827,0.20911,0.87315,0,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,210891,0.46623,0.68108,0.36463,0.98498,0,0.97389,0.95084,0.97841,0.92924,0.9654,0.93729,0.9604,0.90983,0.33702,0.79245,0.20897,0.87233,0,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,212449,0.46843,0.71216,0.36012,0.98556,0,0.97329,0.95267,0.97864,0.9298,0.96554,0.93649,0.96005,0.91047,0.33663,0.798,0.20783,0.87174,0,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,214107,0.4672,0.72164,0.36185,0.98311,0,0.97466,0.95114,0.97844,0.92966,0.96841,0.93595,0.96169,0.91035,0.33648,0.80503,0.20802,0.87173,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,215220,0.45631,0.69305,0.35232,0.97857,0,0.97479,0.95053,0.97859,0.93001,0.96489,0.93975,0.96158,0.91178,0.33566,0.80696,0.20669,0.87157,0,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,216609,0.46399,0.69717,0.35933,0.98824,0,0.97258,0.95309,0.97841,0.92966,0.96342,0.94107,0.96145,0.91159,0.33495,0.80436,0.20599,0.87115,0,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,217945,0.46442,0.69159,0.35999,0.98727,0,0.97188,0.95389,0.97843,0.92918,0.96606,0.9371,0.96072,0.91114,0.33498,0.80282,0.2059,0.87163,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,219339,0.46079,0.68729,0.35649,0.98343,0,0.97198,0.95323,0.97842,0.9296,0.96203,0.94076,0.96034,0.91052,0.33555,0.80244,0.20581,0.87237,0,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,220827,0.46234,0.69954,0.35283,0.98493,0,0.97227,0.95286,0.97836,0.92946,0.96782,0.93671,0.96036,0.91049,0.33499,0.80633,0.20493,0.87228,0,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,222126,0.45875,0.70363,0.35415,0.98013,0,0.96993,0.95511,0.97845,0.92947,0.9686,0.9371,0.95987,0.90997,0.33461,0.80738,0.20541,0.87211,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,223552,0.46309,0.6838,0.35552,0.98258,0,0.9734,0.95267,0.97838,0.92971,0.9689,0.9374,0.95921,0.90923,0.33459,0.80574,0.20454,0.87167,0,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,225134,0.46237,0.68742,0.3623,0.97822,0,0.97468,0.95205,0.97863,0.93017,0.96763,0.93588,0.95904,0.91054,0.33424,0.80877,0.20378,0.87037,0,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,226208,0.46179,0.68319,0.35774,0.98529,0,0.97435,0.95237,0.97856,0.93041,0.96615,0.93466,0.95533,0.9072,0.33365,0.81689,0.20321,0.86986,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,227178,0.4586,0.69108,0.35241,0.98164,0,0.97467,0.95188,0.9785,0.93017,0.96616,0.93466,0.95458,0.90596,0.33284,0.81937,0.20332,0.86895,0,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,228567,0.46035,0.66752,0.35033,0.98526,0,0.97617,0.95072,0.97832,0.92986,0.9647,0.93447,0.95458,0.90661,0.33314,0.82604,0.20232,0.86982,0,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,230061,0.45169,0.69204,0.35219,0.97684,0,0.97708,0.95023,0.97866,0.92973,0.96508,0.9371,0.95536,0.90691,0.33268,0.82588,0.20241,0.86987,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,231152,0.45416,0.67295,0.35624,0.97453,0,0.97709,0.95051,0.97822,0.93019,0.96536,0.9361,0.95472,0.90678,0.33218,0.83009,0.20147,0.86975,0,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,232228,0.45212,0.67155,0.35131,0.97961,0,0.97569,0.95115,0.97842,0.93062,0.96269,0.93762,0.95553,0.90805,0.33227,0.83285,0.20134,0.87043,0,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,233464,0.45603,0.68339,0.35205,0.98522,0,0.97487,0.95145,0.97866,0.93095,0.96247,0.93771,0.95558,0.90781,0.33132,0.83329,0.20081,0.86997,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,234926,0.45489,0.67061,0.35142,0.98253,0,0.97432,0.95176,0.97876,0.93091,0.96121,0.93893,0.95596,0.90766,0.33113,0.83449,0.20093,0.86971,0,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,235895,0.45354,0.66219,0.34843,0.97808,0,0.97407,0.95217,0.979,0.93139,0.96127,0.93964,0.95641,0.90821,0.33051,0.83603,0.20045,0.86953,0,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,237023,0.45141,0.66782,0.34794,0.97805,0,0.97527,0.95206,0.97893,0.93179,0.96246,0.93952,0.95662,0.90959,0.33018,0.83385,0.20039,0.86967,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,238323,0.44506,0.6793,0.34748,0.97388,0,0.97741,0.9484,0.97918,0.9315,0.96482,0.93618,0.95622,0.90882,0.33023,0.83174,0.19983,0.87002,0,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,239918,0.44925,0.67148,0.34766,0.9797,0,0.97779,0.9484,0.97908,0.93125,0.9652,0.93618,0.95629,0.90839,0.33015,0.83719,0.20048,0.87022,0,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,241057,0.45021,0.6688,0.34719,0.97788,0,0.97759,0.94931,0.97882,0.93154,0.96439,0.93649,0.95528,0.90728,0.32989,0.83603,0.20069,0.87044,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,242413,0.44807,0.67908,0.34577,0.97336,0,0.9774,0.95073,0.97897,0.93186,0.96448,0.93832,0.95552,0.90691,0.32972,0.8437,0.20108,0.8705,0,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,243765,0.44588,0.67229,0.33891,0.97486,0,0.9765,0.95144,0.97901,0.93186,0.963,0.93832,0.95356,0.90672,0.32966,0.84324,0.20168,0.87074,0,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,245057,0.44554,0.67689,0.34931,0.97542,0,0.97678,0.9504,0.97878,0.93181,0.96329,0.93739,0.95324,0.90628,0.32949,0.84695,0.20161,0.87089,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,246299,0.44622,0.66961,0.34426,0.9719,0,0.97728,0.95084,0.97859,0.93201,0.96332,0.93822,0.95303,0.90616,0.32945,0.85704,0.20137,0.87115,0,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,247680,0.4463,0.65689,0.3405,0.97271,0,0.97777,0.95176,0.97843,0.93227,0.96394,0.93832,0.9543,0.90794,0.32915,0.86229,0.20143,0.8714,0,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,249303,0.44491,0.65205,0.34196,0.97281,0,0.97743,0.9521,0.97827,0.93167,0.96332,0.93836,0.95397,0.90788,0.32921,0.8626,0.2013,0.87181,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,250553,0.44631,0.64394,0.34321,0.97657,0,0.97709,0.95267,0.97834,0.93149,0.96331,0.93924,0.95473,0.90921,0.32935,0.86721,0.20115,0.87229,0,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,252365,0.44433,0.65262,0.3413,0.97394,0,0.97697,0.95328,0.97855,0.93155,0.96308,0.93986,0.95512,0.90927,0.32927,0.86327,0.20034,0.87261,0,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,254342,0.4402,0.65184,0.34135,0.9733,0,0.97658,0.9542,0.9787,0.93208,0.96283,0.94076,0.95507,0.9097,0.32915,0.86194,0.19992,0.87276,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,256654,0.44336,0.6367,0.34185,0.97684,0,0.97717,0.95392,0.97875,0.93154,0.96341,0.94061,0.95515,0.90936,0.32911,0.86234,0.19978,0.87274,0,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,258213,0.43323,0.65093,0.33406,0.9669,0,0.97702,0.95359,0.97879,0.93132,0.96388,0.94076,0.9566,0.90962,0.32918,0.86413,0.20008,0.87288,0,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,259920,0.43617,0.63223,0.33633,0.97065,0,0.97811,0.95359,0.97877,0.93136,0.96448,0.94046,0.95648,0.90946,0.32897,0.86064,0.19926,0.8725,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,261072,0.43643,0.65199,0.33573,0.97015,0,0.97808,0.95328,0.97868,0.93177,0.96461,0.94015,0.95565,0.90833,0.3288,0.86208,0.19873,0.87265,0,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,262347,0.43349,0.63368,0.33402,0.96852,0,0.97712,0.95328,0.97889,0.9321,0.96366,0.94015,0.9558,0.90813,0.32834,0.86159,0.19852,0.8726,0,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,264321,0.44319,0.66667,0.33681,0.97448,0,0.97685,0.95343,0.97896,0.93205,0.96371,0.9406,0.95646,0.90792,0.32809,0.86316,0.19872,0.87277,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,265405,0.43391,0.63449,0.32622,0.96513,0,0.9768,0.9542,0.97881,0.93165,0.96369,0.94137,0.95663,0.90822,0.32802,0.86301,0.19875,0.87303,0,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,266489,0.43468,0.63973,0.3329,0.96776,0,0.97655,0.9537,0.97867,0.93161,0.96343,0.94046,0.95571,0.90781,0.32779,0.86282,0.19786,0.87302,0,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,267996,0.43167,0.63147,0.33279,0.96139,0,0.97695,0.95359,0.97872,0.93196,0.96357,0.94046,0.95574,0.9081,0.3277,0.86316,0.19817,0.87322,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,269018,0.43422,0.62794,0.33752,0.96381,0,0.97715,0.95359,0.97864,0.93198,0.96429,0.93996,0.95614,0.90844,0.32754,0.86368,0.19857,0.87311,0,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,270235,0.43598,0.64109,0.33427,0.96827,0,0.97776,0.95322,0.97861,0.93129,0.96398,0.93968,0.95596,0.90817,0.32724,0.86413,0.19824,0.87285,0,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,271423,0.43324,0.64341,0.33389,0.96519,0,0.9778,0.95328,0.97863,0.93168,0.9643,0.93985,0.95606,0.90848,0.32709,0.866,0.19751,0.87296,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,272572,0.43224,0.63282,0.33125,0.96647,0,0.97808,0.95328,0.97856,0.93158,0.965,0.94046,0.95621,0.90804,0.32698,0.86476,0.19722,0.87311,0,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,273843,0.42686,0.61716,0.33022,0.9605,0,0.97753,0.95267,0.97821,0.9317,0.96467,0.94015,0.95647,0.90838,0.3268,0.86634,0.19674,0.87313,0,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,275277,0.42843,0.61623,0.33015,0.96021,0,0.97723,0.95267,0.97813,0.93193,0.9647,0.94046,0.95625,0.90843,0.32654,0.86385,0.19678,0.87286,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,276491,0.43071,0.63465,0.33329,0.96008,0,0.97745,0.95303,0.97824,0.93219,0.96493,0.94081,0.95632,0.90791,0.32635,0.86498,0.19698,0.87268,0,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,278043,0.42898,0.62523,0.33232,0.96568,0,0.97744,0.95272,0.97832,0.93203,0.96491,0.94051,0.95701,0.90821,0.32623,0.86414,0.19684,0.87281,0,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,279748,0.43074,0.61136,0.33127,0.95992,0,0.97743,0.95219,0.97844,0.93277,0.96521,0.94034,0.95751,0.90922,0.32608,0.86359,0.1973,0.87273,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,280926,0.43185,0.62646,0.33332,0.96381,0,0.97925,0.95092,0.97844,0.9326,0.96698,0.93901,0.95779,0.90942,0.32593,0.86434,0.19699,0.87267,0,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,282141,0.42707,0.62171,0.32522,0.96369,0,0.97962,0.95115,0.97839,0.93222,0.96704,0.93893,0.9575,0.90962,0.32559,0.86953,0.19717,0.87257,0,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,283398,0.42406,0.63326,0.3281,0.96159,0,0.97742,0.95267,0.97864,0.93289,0.965,0.94076,0.95849,0.90999,0.32545,0.86936,0.19734,0.87251,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,284515,0.42533,0.61371,0.32574,0.95688,0,0.97737,0.95267,0.97862,0.93293,0.96505,0.94076,0.9585,0.90996,0.32532,0.86779,0.19754,0.87264,0,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,286000,0.42254,0.63492,0.3244,0.95691,0,0.97755,0.95267,0.9786,0.93301,0.96523,0.9409,0.95863,0.91031,0.32508,0.87033,0.19751,0.87267,0,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,287247,0.42174,0.61927,0.32177,0.95743,0,0.97895,0.9514,0.9785,0.93257,0.96642,0.94018,0.95838,0.90977,0.3249,0.8706,0.1976,0.87255,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,288713,0.41857,0.62528,0.32353,0.95834,0,0.97895,0.95165,0.97841,0.93295,0.96608,0.93913,0.95736,0.90969,0.32467,0.86531,0.19781,0.87238,0,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,290385,0.42219,0.62188,0.32911,0.96021,0,0.97896,0.95175,0.97833,0.93251,0.96608,0.93923,0.95737,0.90946,0.32446,0.86747,0.19762,0.87244,0,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,291743,0.41838,0.61342,0.32134,0.95689,0,0.97865,0.95177,0.97836,0.93269,0.96578,0.93925,0.95753,0.90938,0.32431,0.86893,0.1974,0.87251,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,292763,0.42023,0.60401,0.31785,0.95673,0,0.97866,0.95213,0.97834,0.93277,0.96579,0.93961,0.95661,0.90867,0.32424,0.8697,0.19743,0.87259,0,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,294095,0.42166,0.61483,0.32406,0.95929,0,0.97834,0.95184,0.97821,0.93294,0.96579,0.93966,0.95668,0.90853,0.32417,0.87225,0.19725,0.87267,0,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,295799,0.421,0.59903,0.31987,0.95682,0,0.97804,0.95189,0.97834,0.93295,0.96549,0.93975,0.95669,0.90824,0.32415,0.87144,0.19684,0.87262,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,296814,0.41509,0.61223,0.31598,0.954,0,0.97834,0.95164,0.97841,0.93292,0.96578,0.93943,0.95678,0.9087,0.32405,0.87067,0.19682,0.87239,0,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,298191,0.41901,0.6022,0.31813,0.95611,0,0.97804,0.95145,0.97844,0.93286,0.96548,0.93929,0.95683,0.90825,0.32413,0.86976,0.1968,0.87251,0,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
